No,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,cluster,product_name,certainty,anomaly
413,0.0,80.95,76.19,0.0,0.0,1197.0,1376.15,80.95,12,"Bee, Creamed Honey With Cinnamon, Cinnamon",1.0,0
414,0.0,80.95,76.19,0.0,0.0,1197.0,1376.15,80.95,12,"Bee, Creamed Honey With Lemon",1.0,0
415,0.0,80.95,76.19,0.0,0.0,1197.0,1376.15,80.95,12,Creamed Honey With Hibiscus,1.0,0
416,0.0,90.0,80.0,0.0,0.0,1255.0,1530.0,90.0,12,Minis Creamed Honey With Cinnamon,1.0,0
417,0.0,90.0,80.0,0.0,0.0,1255.0,1530.0,90.0,12,Creamed Honey With Lemon,1.0,0
418,0.0,90.0,80.0,0.0,0.0,1255.0,1530.0,90.0,12,Creamed Honey With Raspberry,1.0,0
419,0.0,90.0,80.0,0.0,0.0,1255.0,1530.0,90.0,12,"Minis, Creamed Honey With Hibiscus",1.0,0
420,0.0,90.0,80.0,0.0,0.0,1255.0,1530.0,90.0,12,Minis Candy,1.0,0
422,0.0,0.0,0.0,14.12,1.40462,247.0,240.04,14.12,8,Raw Shrimp,0.92,0
425,10.71,78.57,0.0,7.14,1.63322,1795.0,1874.76,96.42,5,Yellow Corn Tortilla Chips,0.67,0
426,39.29,35.71,17.86,17.86,0.40894,2243.0,2443.0,92.86,9,Blueberry Pomegranate Crunch,0.37,1
427,0.0,4.0,3.0,0.4,0.02794,71.0,74.8,4.4,1,"Guiltless Gourmet, Organic Unsweetened Coconut Water",1.0,0
428,0.0,60.0,30.0,2.5,0.03048,1046.0,1062.5,62.5,12,Pitted Prunes,1.0,0
429,0.0,0.0,0.0,66.67,0.0,1393.0,1133.39,66.67,9,"Augason Farms, Vital Wheat Gluten",1.0,1
431,26.92,65.38,44.23,7.69,0.635,2171.0,2292.07,99.99,5,Hazelnut Spread + Breadsticks,0.99,0
432,32.43,62.16,56.76,5.41,0.10414,2264.0,2413.46,100.0,5,Hazelnut Spread With Cocoa,1.0,0
437,18.0,57.0,31.0,5.0,0.63,1724.0,1756.0,80.0,7,30 Panach' Fruits,0.99,0
438,0.0,4.62,3.08,0.77,0.56642,79.0,91.63,5.3900000000000015,1,Diced In Tomato Juice,1.0,0
439,29.03,54.84,25.81,9.68,0.32766,2159.0,2229.01,93.55,5,Bambu Extra Cream Wafer Filled With Hazelnut Cream,1.0,0
447,0.0,55.0,50.0,0.0,0.0,1046.0,935.0,55.0,12,Strawberry Preserves,1.0,0
448,0.89,71.43,1.79,14.29,0.0,1494.0,1491.9500000000005,86.61000000000001,10,Lumaconi Giant Pasta Shells Italian Macaroni Product,0.99,0
449,6.78,9.32,4.24,1.69,1.50622,427.0,451.59,17.790000000000006,8,Vindaloo Sauce,0.98,0
450,3.8,2.53,0.0,8.86,0.0,372.0,341.83,15.19,8,Tofu Firm,0.97,0
451,0.0,46.67,43.33,0.0,1.524,975.0,793.39,46.67,12,Sweet Cooking Rice Seasoning,1.0,0
461,0.5,96.0,96.0,0.9,0.0,1665.0,1666.8,97.4,5,Curiously Strong Mints,1.0,1
462,26.0,60.1,37.4,5.4,0.8999999999999989,2096.0,2127.5,91.5,5,All Butter Cookies Belgian Chocolate Chunk,0.87,0
463,17.9,64.3,34.7,5.5,0.8500000000000011,1866.0,1884.7,87.69999999999997,5,All Butter Sultana Cookies,0.51,0
464,29.1,58.4,33.5,5.5,1.0,2172.0,2221.2,93.0,5,All Butter Belgian White Chocolate Chunk Cookies,0.95,0
465,20.5,59.3,36.5,5.1,0.7799999999999989,1887.0,1894.3,84.89999999999998,7,All Butter Fruity Flapjack Cookies,0.63,0
466,32.1,46.9,20.7,10.7,0.650000000000001,2209.0,2231.1,89.7,5,Cookies aux Pistaches & Amandes,1.0,0
467,15.2,67.5,41.2,4.4,0.75,1806.0,1815.1,87.10000000000002,5,All butter Cranberry & Orange Cookies,0.58,0
469,20.8,63.6,31.8,6.1,0.58,1979.0,1996.1,90.5,5,Cookies Stem Ginger,0.92,0
470,13.3,70.2,35.7,6.1,0.83,1809.0,1815.8,89.6,5,Stem Ginger Cookies,0.74,0
471,25.3,61.1,33.4,6.0,0.63,2100.0,2127.4,92.4,5,Chocolate chip & hazelnut cookies,0.97,0
472,20.8,63.6,31.8,6.1,0.570000000000001,1981.0,1996.1,90.5,5,Stem Ginger Dunkers,0.93,0
481,1.25,75.0,2.5,15.0,0.0,1464.0,1578.75,91.25,10,Wild Rice,0.94,0
485,50.0,21.88,3.12,21.88,0.0,2485.0,2693.92,93.76,0,Peanut Butter,1.0,0
486,50.0,21.88,3.12,21.88,1.1125200000000002,2485.0,2693.92,93.76,0,Peanut Butter,1.0,0
487,50.0,21.88,3.12,21.88,0.0,2485.0,2693.92,93.76,0,Peanut Butter,1.0,0
491,0.0,80.95,76.19,0.0,0.0,1197.0,1376.15,80.95,12,"Creamed Honey, Multi-Floral & Clover Blossoms",1.0,0
492,0.0,81.0,76.2,0.0,0.0,1200.0,1377.0,81.0,12,mostly mesquite honey,1.0,0
493,0.0,6.67,3.33,0.0,2.20218,138.0,113.39,6.67,12,Salsa Autentica,1.0,0
494,0.0,10.66,8.2,0.0,0.01016,172.0,181.22,10.66,1,"First Crush, Unsweetened Gravenstein Apple Sauce",1.0,0
495,1.2,7.2,5.6,1.6,0.4064,201.0,196.4,10.0,6,Whole Kernel Corn,1.0,0
496,1.64,9.02,0.82,4.1,1.24968,276.0,287.0,14.76,6,Clam Chowder A Condensed Soup,1.0,0
497,12.5,41.67,25.0,33.33,1.905,1569.0,1762.5,87.5,9,"Just Great Stuff, The Original Powdered Organic Peanut Butter",1.0,1
499,1.6,5.6,3.2,2.4,0.75184,201.0,198.4,9.6,6,Marinara Sauce,1.0,0
501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Kevin Durant Kd 35 Limited Edition, Naturally Flavored Sparkling Water",1.0,0
507,0.2,77.5,55.5,4.7,0.0508,1406.0,1405.2,82.4,5,Happy Cola Candy,0.99,0
508,35.71,50.0,45.24,7.14,0.21082,2293.0,2364.07,92.85,5,Finest Milk Chocolate,1.0,0
510,0.6,33.1,1.5,5.9,1.23,385.0,686.4000000000002,39.6,2,6 Ultimate Crumpets,0.93,1
511,1.4,3.6,2.7,0.3,0.63,126.0,120.9,5.3,6,Carrot & Coriander soup,1.0,0
513,23.0,50.0,25.0,7.8,0.99,1891.0,1879.6,80.8,7,Kids fruity abricot,0.8,0
514,20.0,0.0,0.0,16.0,2.35,1021.0,1052.0,36.0,8,Véritable Andouille de Guémené,1.0,0
517,25.4,60.8,28.0,7.8,0.88,2146.0,2156.8,94.0,5,Sables cerealiers,0.98,0
523,0.0,20.0,13.33,0.0,5.587999999999999,418.0,340.0,20.0,12,"Marinade, Cajun",0.96,0
524,0.0,26.67,13.33,0.0,7.44982,418.0,453.39,26.67,13,Baja Chipotle With Lime Juice,0.75,1
526,0.0,50.0,25.0,0.0,19.685,1046.0,850.0,50.0,13,Fajitas Seasoning Mix,0.99,1
528,0.0,86.67,86.67,0.0,0.0,1464.0,1473.39,86.67,12,Maple Syrup,1.0,0
529,20.0,57.0,37.0,5.3,0.7,1807.0,1839.1,82.3,7,Bijou Caramel ChocoLait,0.93,0
530,26.8,54.2,29.4,6.0,0.37000000000000105,2030.0,2068.600000000001,87.0,5,4 Indulgent & Chewy Maple Syrup & Pecan Giant Cookies,0.97,0
533,7.89,68.42,31.58,5.26,0.6019800000000001,1540.0,1560.2700000000002,81.57000000000002,7,Organic Sunny Days Snack Bars,0.88,0
536,0.0,0.0,0.0,0.0,4.8260000000000005,0.0,0.0,0.0,12,Chili Garlic Sauce,1.0,0
537,0.0,20.0,20.0,0.0,4.064,418.0,340.0,20.0,12,Sriracha Hot Chili Sauce,1.0,0
546,12.0,25.6,3.76,9.77,1.22,1070.0,1069.29,47.37000000000001,7,Pizza Parlanno,0.95,0
547,2.0,4.3,2.9,24.5,2.0,564.0,567.6,30.8,8,Honey roast ham,1.0,0
550,32.14,60.71,39.29,3.57,0.18034,2389.0,2346.22,96.42,5,"Wafers, Assortment Of Wafers",1.0,0
551,16.67,6.67,6.67,3.33,1.44018,837.0,820.1300000000001,26.67,8,French Onion Dip,0.98,0
552,100.0,0.0,0.0,0.0,0.0,3586.0,3900.0,100.0,0,"Ventura, Soybean - Peanut Frying Oil Blend",1.0,1
554,12.5,64.8,20.1,7.2,1.76,1707.0,1711.5,84.5,7,Date & walnut toasts,0.69,0
556,29.7,58.6,27.8,5.4,0.7,2205.0,2246.3,93.7,5,Viennois au chocolat,1.0,0
558,26.5,53.7,2.5,6.2,1.18,2049.0,2051.8,86.4,2,Cornish Cruncher Cheddar & Pickled Onion Hand Cooked,0.57,0
559,27.2,53.4,1.5,6.0,1.1,2071.0,2070.6,86.6,2,Salt marsh lamb& mint hand cook crips,0.6,0
560,11.1,63.7,15.1,8.3,1.71,1657.0,1656.9,83.1,7,Gluten Free Melba Toasts With Apricots & Cashew Nuts,0.82,0
562,20.0,62.5,50.0,5.0,0.127,1883.0,1927.5,87.5,5,Assorted Pralines Chocolates,0.88,0
563,47.5,40.0,20.0,5.0,0.1905,2510.0,2617.5,92.5,5,Fancy Truffles,0.99,0
564,50.0,40.0,35.0,5.0,0.1905,2615.0,2715.0,95.0,5,"Fancy Truffles, Hazelnut",1.0,0
565,47.5,40.0,27.5,5.0,0.1905,2510.0,2617.5,92.5,5,"Fancy Truffles, Coffee",1.0,0
566,20.0,62.5,50.0,5.0,0.127,1883.0,1927.5,87.5,5,Assorted Pralines,0.88,0
567,34.4,51.2,48.8,4.8,0.1905,2218.0,2293.6,90.4,5,Italian Style Grazioso Selection,1.0,0
570,20.7,69.7,47.1,1.9,0.28,1983.0,2024.5,92.3,5,Peaches & Cream Fudge,0.78,0
573,0.1,8.3,7.1,0.1,0.1,146.0,146.70000000000005,8.5,6,"Apple, Coconut Water, Cucumber, Spinach",1.0,0
574,0.1,7.6,7.6,0.2,0.03,130.0,136.5,7.899999999999999,6,M&S Iced Tea Spanish Peach,1.0,0
575,34.0,50.0,48.0,8.0,0.1524,2259.0,2312.0,92.0,5,Finest Milk Chocolate,1.0,0
576,34.0,50.0,48.0,8.0,0.1524,2259.0,2312.0,92.0,5,Edelvollmilch- Chocolade Finest Milk Chocolate,1.0,0
577,34.0,50.0,48.0,8.0,0.1524,2259.0,2312.0,92.0,5,Edelvollmilch-Chocolade Finest Milk Chocolate,1.0,0
578,37.5,50.0,47.5,7.5,0.15748,2301.0,2440.0,95.0,5,Solid Milk Chocolate,1.0,0
582,4.44,53.33,6.67,4.44,0.19812,1021.0,1155.25,62.21,2,"Mochi, Cashew-Date",0.95,1
584,21.5,62.5,30.5,5.9,1.02,1986.0,2001.3,89.9,5,All butter summer trifle coockirs,0.76,0
587,0.0,8.37,6.77,0.8,0.02032,151.0,155.89,9.17,1,100% Grapefruit,1.0,0
592,2.1,5.3,2.4,0.8,0.75,188.0,185.6,8.200000000000001,6,Pur Soup' Velouté de légumes,1.0,0
597,6.4,0.0,0.0,22.1,0.1778,615.0,625.3000000000002,28.5,8,British Beef Braising Steak,1.0,0
600,6.7,13.7,13.7,2.8,0.08,527.0,541.8,23.2,7,Victoria plum and bergamot yogurt,1.0,0
602,0.0,77.78,0.0,6.67,0.0,1490.0,1435.65,84.45,10,Extra Long Grain Enriched Rice,0.99,0
606,36.67,46.67,1.67,5.67,1.69418,2247.0,2319.91,89.01,2,"Funny Frisch, Chips Frisch, Peperoni",0.65,0
607,7.94,0.0,0.0,19.05,0.9271,598.0,633.51,26.99,8,Wild Alaskan Pink Salmon,1.0,0
608,7.58,21.2,1.52,8.08,0.757,761.0,793.38,36.86,7,Mac 'n Cheese,0.99,0
609,53.12,18.75,9.38,21.88,0.99314,2485.0,2762.39,93.75,0,"Super Chunk, Peanut Butter Spread",1.0,0
610,50.0,18.75,9.38,21.88,1.19126,2485.0,2640.71,90.63,0,Creamy Peanut Butter,1.0,0
613,5.74,0.0,0.0,19.67,1.0414,548.0,558.25,25.410000000000004,8,Premium Chunk White Chicken In Broth,1.0,0
625,5.2,18.8,3.3,3.1,0.0,586.0,575.1000000000001,27.1,7,"Salade Mexicaine de Riz, Quinoa et Avocat",0.98,0
629,0.0,92.86,78.57,0.0,0.0,1795.0,1578.62,92.86,12,Hard Filled Candy,1.0,0
632,16.67,60.0,46.67,13.33,0.50038,1841.0,1896.74,90.0,5,Brutti E Buoni Alle Mandorle,0.98,0
633,7.5,67.5,32.7,1.1,1.28,665.0,1458.7,76.1,13,Barbecue Sauce,0.78,1
634,0.0,88.33,80.0,0.0,0.04318,1464.0,1501.61,88.33,12,100% Pure Maple Syrup,1.0,0
636,0.1,0.0,0.0,0.1,0.08,4.0,5.6000000000000005,0.2,6,Diet Sparkling Fiery Ginger Beer,0.99,0
639,64.52,25.81,6.45,6.45,0.08127999999999999,2971.0,3064.7,96.78,0,Coconut Butter,0.97,1
642,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Coconut Tree Brand, Pho Ga Spice Cube",1.0,1
643,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Coconut Tree Brand, Kho Tieu Seasoning Spice Cube",1.0,1
644,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Coconut Tree Brand, Spice Cube Soup Sessoning",1.0,1
645,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,Bun Mam Soup Seasoning,1.0,1
646,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Coconut Tree Brand, Spice Cube, Hoanh Thanh Soup Seasoning",1.0,1
647,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,Bo Kho Stewed Beef Seasoning,1.0,1
648,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Coconut Tree Brand, Bun Bo Hue Spice Cube",1.0,1
649,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Coconut Tree Brand, Vegetarian ""Bo Kho"" Seasoning",1.0,1
650,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Coconut Tree Brand, Hu Tieu, Spice Cube, Vegetarian Hu Tieu Soup Seasoning",1.0,1
651,5.56,48.89,48.89,7.78,20.60194,1301.0,1180.23,62.23,13,Pho Chay Spice Cube,1.0,1
652,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Coconut Tree Brand, Spice Cube Seasoning",1.0,1
653,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Coconut Tree Brand, Spice Cube Soup Seasoning",1.0,1
654,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Coconut Tree Brand, Vegetarian Soup Cubes",1.0,1
655,5.56,48.89,48.89,7.78,20.60194,1163.0,1180.23,62.23,13,"Crab Soup Seasoning, Spice Cube",1.0,1
657,46.4,33.3,32.9,9.6,0.13,2489.0,2538.9,89.29999999999998,5,Belgian milk chocolate coated brazil nuts,0.98,0
658,1.04,10.0,7.92,1.67,0.12192,226.0,238.95,12.71,6,Oat Non-Dairy Beverage,1.0,0
661,1.3,77.7,1.5,9.4,0.0100076,1554.0,1531.4,88.4,10,British plain flour,1.0,0
663,0.5,14.0,11.0,0.5,0.02,235.0,266.0,15.0,6,Pineapple slices in juice,0.98,0
664,0.0,21.43,0.0,7.14,1.45034,448.0,485.69,28.57,12,Spicy Black Bean Dip,1.0,0
665,3.4,6.1,1.0,1.9,0.48,272.0,268.6,11.4,6,Thai green chicken soup,0.99,0
668,28.95,55.26,50.0,13.16,0.13462000000000002,2201.0,2292.19,97.37,5,"Cashews, Sesame And Pistachios Brittle Slice",0.99,0
670,10.0,6.67,3.33,3.33,0.127,556.0,560.0,20.0,8,Half & Half,0.64,0
671,0.0,15.0,10.1,4.85,0.179,332.0,337.45,19.85,12,Vanilla Nonfat Yogurt,0.98,0
672,31.71,58.54,56.1,4.88,0.18542,2247.0,2314.83,95.13,5,"Chocolart, Assorted Milk Chocolate Pralines",1.0,0
673,28.95,63.16,57.89,5.26,0.13462000000000002,2201.0,2292.19,97.37,5,"Passion, Assorted Milk Chocolate",1.0,0
674,32.5,60.0,57.5,5.0,0.22352,2301.0,2372.5,97.5,5,Assorted Chocolate Pralines,1.0,0
675,35.71,54.76,52.38,7.14,0.21082,2293.0,2444.99,97.61,5,Milk Chocolate Balls With Cream And Chocolate,1.0,0
676,28.57,45.24,42.86,4.76,0.12192,1891.0,1964.23,78.57000000000002,7,Chocolate Ball,0.92,0
677,32.5,55.0,52.5,5.0,0.1905,2301.0,2287.5,92.5,5,Chocolate Balls Filled With Milk Cream And Chocolate,1.0,0
678,35.9,56.41,53.85,5.13,0.09652,2360.0,2446.28,97.44,5,Merry Christmas Chocolate Balls,1.0,0
679,35.0,55.0,52.5,5.0,0.127,2301.0,2385.0,95.0,5,Merry Christmas Chocolate Balls Filled With Praline Cream,1.0,0
680,40.0,52.5,50.0,7.5,0.1905,2406.0,2580.0,100.0,5,Merry Christmas Minis Chocolate Bar,1.0,0
681,39.47,52.63,50.0,5.26,0.20066,2423.0,2523.46,97.36,5,Milk Chocolate,1.0,0
682,92.0,0.5,0.5,0.5,0.01,3404.0,3605.0,93.0,0,Sunflower oil,1.0,0
683,9.7,39.8,15.1,6.6,0.55,1155.0,1167.1,56.1,7,Pancakes au Chocolat belge,1.0,0
684,0.0,6.67,6.67,0.0,0.931,140.0,113.39,6.67,12,Pineapple Salsa,0.87,0
686,6.9,15.2,15.2,12.1,2.2352,725.0,733.2,34.2,9,Rollmop Herrings,0.97,1
687,27.78,63.89,36.11,5.56,0.3175,2209.0,2264.07,97.23,5,Chocolate Cookies,1.0,0
688,0.0,61.9,61.9,0.0,3.38582,996.0,1052.3,61.9,12,"Chutney, Hot Mango Hot",1.0,0
689,4.29,10.0,5.71,1.43,0.7086600000000001,418.0,361.62,15.72,8,"Dopiaza Curry Simmer Sauce, Mild",0.82,0
691,0.0,14.29,14.29,14.29,9.32434,540.0,485.86,28.58,9,Red Curry Spice,0.5,1
692,6.0,72.0,2.0,8.0,2.032,1674.0,1594.0,86.0,5,Coconut Ginger Rice,0.37,0
694,16.67,64.29,0.0,11.9,4.5974,1891.0,1945.36,92.86,2,Top Ramen Noodle Soup,1.0,1
695,32.5,53.7,53.5,6.8,0.2,2245.0,2296.0,93.0,5,Hollow Milk Chocolate Decorated R2D2 Figure,1.0,0
698,1.9,14.8,9.4,2.3,0.05,364.0,364.80000000000007,19.0,6,Smoothie super Berry,0.99,0
700,10.0,20.0,0.0,0.0,3.302,837.0,730.0,30.0,2,Extra Hot Chinese Mustard,0.6,1
703,4.65,48.84,9.3,11.63,1.0033,1167.0,1209.34,65.12,7,Organic Nine Grain All Natural Bread,0.99,0
704,3.49,46.51,6.98,9.3,0.82804,975.0,1084.88,59.3,7,Organic 100% Whole Wheat,0.66,0
705,5.81,44.19,9.3,11.63,0.88646,1071.0,1175.53,61.63,7,Organic Great Seed,0.9,0
706,4.17,44.44,5.56,2.78,1.12776,929.0,965.37,51.39,7,Mountain White,0.95,0
707,8.75,42.5,5.0,5.0,0.9525,1151.0,1148.75,56.25,7,Great Seed Bread,0.94,0
708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Fruit Spredad, Strawberry",1.0,0
709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Fruit Spread, Raspberry",1.0,0
712,1.6,14.0,2.2,2.1,0.48,335.0,336.1,17.7,6,Laksa noodle pot,0.99,0
713,0.0,6.67,3.33,3.33,2.8778200000000003,209.0,170.0,10.0,12,Sweet Cherry Peppers,1.0,0
714,0.0,3.33,0.0,0.0,3.21818,71.0,56.61,3.33,12,Deli-Sliced Hot Jalapeno Peppers,1.0,0
716,1.6,7.8,2.7,8.9,0.25,354.0,346.3,18.3,8,"grilled Cajun chicken breast, spicy wedges & sour cream",0.66,0
719,34.4,1.9,1.1,22.9,1.38,1720.0,1763.1999999999996,59.2,8,Cornish Cove Cheddar,1.0,0
720,0.0,16.67,10.0,1.67,1.50368,314.0,311.7800000000001,18.340000000000003,12,"Condensed Soup, Tomato",1.0,0
721,0.9,59.4,57.4,0.7,0.2,1063.0,1056.8,61.0,9,Taste the Difference Raspberry Conserve,0.45,1
723,35.0,40.0,10.0,5.0,10.414,2301.0,2130.0,80.0,9,Sauce Mix,1.0,1
724,35.0,45.0,10.0,5.0,12.573,2301.0,2215.0,85.0,9,"Golden Curry, Sauce Mix",1.0,1
725,0.0,75.0,0.0,0.0,17.78,1569.0,1275.0,75.0,13,Fried Rice Seasoning Mix,1.0,1
726,0.0,62.22,4.44,13.33,0.02794,1393.0,1284.35,75.55,2,Whole Durum Wheat Cous Cous,0.87,0
727,18.0,65.0,1.0,10.0,5.461,1925.0,1977.0,93.0,2,Japanese Style Noodles & Chicken Flavored-Soup,1.0,1
729,21.7,4.0,1.0,14.1,0.83,1130.0,1154.0,39.8,8,Tuna & sweetcorn,1.0,0
730,22.7,2.0,0.6,10.2,0.93,1063.0,1092.6999999999996,34.9,8,Free range egg mayonnaise,1.0,0
731,6.67,10.0,10.0,6.67,0.254,556.0,543.52,23.340000000000003,7,Creamy And Delicious Evaporated Filled Milk,0.99,0
732,7.78,42.22,2.22,8.89,1.57988,1021.0,1172.29,58.89,2,Whole Wheat Flour Tortillas,0.99,0
733,32.9,1.4,0.4,21.7,1.53,1618.0,1675.7999999999995,56.0,8,Mild Cheddar with Onions & Chives,1.0,0
734,7.78,51.11,0.0,8.89,1.57988,1209.0,1323.42,67.78,2,Flour Tortillas,0.84,0
735,10.0,60.0,60.0,3.33,0.127,1393.0,1466.61,73.33,7,Lemon Curd,0.91,1
737,0.2,11.9,10.9,0.7,0.1,226.0,222.00000000000003,12.8,6,BERRY MEDLEY,1.0,0
738,0.0,26.32,21.05,0.0,13.10132,552.0,447.44,26.32,3,"Panda Brand, Oyster Flavored Sauce",0.86,1
739,26.67,60.0,26.67,6.67,0.17018,2230.0,2173.52,93.34,5,Almonds Cookies,1.0,0
741,10.8,58.5,1.54,15.4,1.48,1670.0,1677.5,84.7,2,Tortellini,0.94,0
742,15.29,22.35,3.53,11.76,1.08966,1134.0,1176.18,49.4,7,"Quiche, Spinach, Mushroom & Cheese",0.79,0
743,20.0,18.24,1.76,10.59,1.16586,1230.0,1270.11,48.83,7,Mexicaine Quiche,0.74,0
744,50.0,16.67,3.33,23.33,0.97282,2372.0,2630.0,90.0,0,Dry Roasted & Salted Almonds,1.0,0
745,21.43,10.71,0.0,3.57,1.13284,895.0,1078.53,35.71,2,"Cool Beans, Catalina Bean Hummus",0.79,1
746,21.43,10.71,0.0,3.57,0.9525,895.0,1078.53,35.71,2,"Cool Beans, Red Pepper Hummus",0.79,1
747,25.0,10.71,0.0,3.57,2.26822,1197.0,1217.76,39.28,2,"Cool Beans, Buffalo Hummus",0.71,1
748,3.0,46.0,1.0,10.0,0.381,1088.0,1069.0,59.0,2,Organic Tortellini Pasta,0.98,0
749,2.5,24.0,1.0,8.0,0.3302,795.0,641.5,34.5,2,"Nuovo Pasta, Organic Ravioli, Butternut Squash",0.98,1
750,4.0,36.0,1.0,9.0,0.5588,837.0,921.0,49.0,7,Organic Ravioli,0.56,0
751,8.66,34.65,0.79,14.96,0.70104,1155.0,1181.11,58.27,2,Ravioli Five Cheese,0.98,0
752,6.0,35.0,1.0,7.0,0.508,920.0,948.0,48.0,7,"Tender Spinach, Whipped Potatoes & Cheddar Cheese In A Pierogi Shell",0.89,0
753,7.0,37.0,1.0,6.0,0.6604,1004.0,1004.0,50.0,7,Pierogi,0.87,0
755,10.0,29.0,2.0,13.0,1.0668,837.0,1104.0,52.0,2,Ravioli,1.0,0
756,5.0,41.0,1.0,10.0,0.8382,1046.0,1062.0,56.0,7,Oven Roasted Pumpkin Pasta Purse,0.81,0
757,9.0,25.0,2.0,12.0,1.2446,711.0,980.0,46.0,2,"Tomato, Basil & Mozzarella Rovioli",0.99,0
758,10.0,26.0,1.0,12.0,1.7272,837.0,1036.0,48.0,2,Ravioli,0.99,0
759,6.0,28.0,1.0,12.0,0.6604,795.0,914.0,46.0,2,Shrimp Scampi Ravioli,0.94,0
760,8.0,29.0,1.0,11.0,1.27,711.0,992.0,48.0,2,Sweet Basil Pesto Ravioli,0.99,0
761,8.0,34.0,5.0,13.0,1.0668,1130.0,1111.0,55.0,2,Gold Fish Shaped Ravioli!,0.52,0
762,7.0,31.0,1.0,9.0,0.8128,879.0,953.0,47.0,7,"Kale, Hummus & Chicckpea Ravioli",0.92,0
763,12.0,24.0,1.0,13.0,1.27,753.0,1097.0,49.0,2,Classic Cheese Ravioli,0.98,1
764,26.32,61.4,26.32,7.02,1.3284200000000002,2188.0,2189.62,94.74,5,Chocolate Cream Dip Wiht Crispy Craker Sticks,0.97,0
765,28.07,61.4,26.32,7.02,1.11506,2226.0,2257.87,96.49,5,"Yan Yan Crispy Cracker Stick, Strawberry",0.98,0
766,31.82,59.09,29.55,6.82,0.69342,2280.0,2361.4500000000007,97.73,5,"Yam Yam Double Cream, Chocolate, Strawberry",1.0,0
767,26.67,66.67,26.67,6.67,0.8458200000000001,2230.0,2286.9100000000008,100.01,5,"Hello Panda, Choco Biscuits With Choco Cream, Double Choco",0.98,0
768,30.0,60.0,26.67,6.67,0.93218,2230.0,2303.39,96.67,5,"Hellow Panda, Biscuits With Choco Cream",0.99,0
769,26.67,66.67,26.67,6.67,0.93218,2230.0,2286.9100000000008,100.01,5,Biscuits With Strawberry Cream,0.98,0
770,26.7,66.7,33.3,6.67,0.931,2230.0,2288.59,100.07,5,Hello Panda,0.9,0
771,28.85,61.54,26.92,7.69,0.87884,2222.0,2302.06,98.08,5,"Hello Panda, Biscuits With Choco Cream",0.99,0
772,26.92,65.38,23.08,7.69,0.9271,2251.0,2292.07,99.99,5,Hello Panda Biscuits With Strawberry Cream,0.99,0
773,26.32,61.4,26.32,7.02,1.3284200000000002,2188.0,2189.62,94.74,5,Yan Yan Cream Dip,0.97,0
774,6.0,11.6,0.3,9.4,0.6,590.0,591.0,27.0,7,Poulet korma et riz pilaf,0.98,0
776,13.89,55.56,5.56,11.11,1.83388,1628.0,1675.1,80.56,7,"Chicago Flats, Whole Grain Artisan Flatbread",0.69,0
777,8.33,61.11,5.56,11.11,1.34112,1628.0,1552.6099999999994,80.55,2,"Chicago Flats, Rosemary & Sea Salt Artisan Flatbread",0.92,0
778,8.33,72.22,5.56,11.11,2.54,1628.0,1741.48,91.66,10,"Chicago Flats, Gourmet Flatbread, Sea Salt",0.76,0
782,71.43,7.14,0.0,0.0,4.71678,2987.0,2907.1500000000005,78.57000000000002,9,Greek Salad Dressing & Marinade,0.86,1
783,71.43,7.14,0.0,0.0,0.36322,2690.0,2907.1500000000005,78.57000000000002,8,"Gazebo Room, Balsamic Vinaigrette",0.6,1
784,28.57,0.0,0.0,0.0,1.63322,1197.0,1114.23,28.57,8,"Gazebo Room, Lite Greek Salad Dressing & Marinade",0.98,0
785,0.0,11.38,0.0,4.07,0.59182,272.0,262.65,15.45,12,Lentils,0.99,0
786,26.98,58.65,43.4,2.05,0.78232,1841.0,2084.12,87.67999999999998,5,Chocolate Bites,0.95,1
787,8.82,55.11,26.46,4.41,1.28778,1293.0,1355.82,68.34,7,"Bill Knapp's, Old-Fashioned Cinnamon-Sugar Doughnut Holes",1.0,0
788,8.82,58.82,29.41,5.88,1.37414,1377.0,1443.88,73.52,7,"Dunkers, Cinnamon-Sugar",1.0,0
789,3.57,71.43,32.14,7.14,0.72644,1343.0,1474.92,82.14,5,"Bill Knapp's, Iced Toaster Bread, Cinnamon Raisin",0.93,0
